0
"instruct when did virgin australia start ?oper context virgin ,australia the trad nam of virgin ...a respons virgin australia commenc servic on 31 ...augu categori _closedqa :nam ,0 :dtyp object"
"instruct which i a speci of ?fish top or rop context nan respons top categori classif :nam ,1 :dtyp object"
"instruct what i fish ?tackl context fish tackl ar the equip us by ...fish respons fish tackl i gear us to catch fish and ... categori _informationextract :nam ,12076 :dtyp object"
"instruct why i citizen kan consid the best ?film context nan respons the american film institut and the british ...fi categori _generalqa :nam ,12077 :dtyp object"
"instruct what wa the biggest tax chang from tax reform context nan respons competit u corp tax rat when compar ...to categori _openqa :nam ,12078 :dtyp object"
"instruct bas on the passag ,provid who i allow ... context bald head ,island histor smith ,island ...i respons onli govern offici ar allow to ...driv categori _informationextract :nam ,12079 :dtyp object"
"instruct what ar wai to calm myself down when i get ...u context nan respons if you becom upset or ,agit a great wai ...t categori _openqa :nam ,12080 :dtyp object"
"instruct how mani stat ar ther in the unit ?stat context nan respons 50 categori _openqa :nam ,12081 :dtyp object"
"instruct what ar the word of hous ?swyft context nan respons ""!awak !""awak categori _openqa :nam ,12082 :dtyp object"
"instruct tell me whether thes sport requir a ball ...or context nan respons ,basketball ,soccer water ,polo ,football ...golf categori classif :nam ,12083 :dtyp object"
"instruct nam som famou team in the premier leagu context nan respons manchest ,unit manchest ,citi ,arsen ...l categori _openqa :nam ,12084 :dtyp object"
"instruct given thi articl about the 'nsa ant ...catalog context the ant []cataloga (or tao )catalog i a ...class respons ,deitybounc ,ironchef ,souffletrough and ...swap categori _closedqa :nam ,12085 :dtyp object"
"instruct classifi each of the follow financi ...asset context nan respons liquid asset ar thos asset that can be ...ver categori classif :nam ,12086 :dtyp object"
"instruct given thi paragraph about chief ,unca who ...wa context unca wa born near the tham river in ...presen respons unca (.c 1588 – .c )1683 wa a sachem of the ... categori _closedqa :nam ,12087 :dtyp object"
"instruct who i wid consid the goat of ?basketball context nan respons michael jordan categori _openqa :nam ,12088 :dtyp object"
"instruct giv me a list of wai i can incorpor ...ph context nan respons incorpor physic act into your ...dail categori brainstorm :nam ,12089 :dtyp object"
"instruct which month of the year ar consid ...summer context nan respons season depend on wher you .liv in the ,u ... categori classif :nam ,12090 :dtyp object"
"instruct writ a passag about how you learnt to rid ...t context nan respons it wa a calm sunni even when my dad ...push categori _creativewt :nam ,12091 :dtyp object"
"instruct what i dharma sabha context dharma sabha wa form in 1830 in calcutta ...by respons the dharma sabha wa form in 1830 in ...calcutt categori _informationextract :nam ,12092 :dtyp object"
"instruct given me a list of the seven most recent ...india context nan respons her i the list of the seven most recent ...indi categori brainstorm :nam ,12093 :dtyp object"
"instruct bas on the refer ,text provid a ...concis context the feder reserv system (often shorten ...to respons the main object of the feder reserv ...ar categori summar :nam ,12094 :dtyp object"
"instruct what i the kei to ?longev context nan respons research and doctor hav been studi ...thi categori _generalqa :nam ,12095 :dtyp object"
"instruct i want to go to ,europ which of thes citi ... context nan respons ,lisbon ,barcelona ,pari rom and london ar ... categori classif :nam ,12096 :dtyp object"
"instruct which i a speci of ?fish american sol or ...a context nan respons american sol categori classif :nam ,12097 :dtyp object"
"instruct why i /footballsocc call the beautiful .gam context nan respons no on exactli know wher the phras com ...fro categori _generalqa :nam ,12098 :dtyp object"
"instruct why bollywood i so famou context nan respons becaus of all famou actor and femal actor ...a categori brainstorm :nam ,12099 :dtyp object"
"instruct what wa the cold ?war context nan respons the cold war wa a tim period wher the u ...an categori _generalqa :nam ,12100 :dtyp object"
"instruct tell me whether thes gam ar exclus or ... context nan respons the legend of ,zelda sly ,cooper god of ,war ...m categori classif :nam ,12101 :dtyp object"
"instruct what ar som thing i could do a a tourist ...n context nan respons her ar fiv thing you could do a a ...tourist categori brainstorm :nam ,12102 :dtyp object"
"instruct who i the greatest quarterback of all ?tim context nan respons tom bradi i wid consid to be the ...great categori _openqa :nam ,12103 :dtyp object"
"instruct help summar dalla cowboi context the dalla cowboi ar a profession ...american respons the cowboi join the nfl a an expans ...tea categori summar :nam ,12104 :dtyp object"
"instruct given the follow paragraph about kenneth ...mc context kenneth mcalpin (11 april 1858 – 10 februari ... respons leamington ,spa warwickshir categori _closedqa :nam ,12105 :dtyp object"
"instruct giv me a bullet list of 5 outdoor ...activiti context nan respons her ar 5 outdoor act you could do ...thi categori brainstorm :nam ,12106 :dtyp object"
"instruct who wa award the nobel priz for physic ? context nan respons syukuro (),manabejapanes klau (...hasselmanng categori _openqa :nam ,12107 :dtyp object"
"instruct extract the most famou research of mari ...campb context mari campbell """"molli dawbarn (5 januari ...1902 respons - produc an assai for vitamin \-b12n ...perfec categori _informationextract :nam ,12108 :dtyp object"
"instruct what i a cigar context a cigar i a roll bundl of dried and ...fermen respons a cigar i a roll bundl of dried and ...fermen categori summar :nam ,12109 :dtyp object"
"instruct how do you fry ?shrimp context nan respons frying shrimp i veri ,easi and requir ...simpl categori _generalqa :nam ,12110 :dtyp object"
"instruct bas on the refer ,text how did the ...unit context separ of power i a polit doctrin ...o respons the unit stat impl separ of ...po categori summar :nam ,12111 :dtyp object"
"instruct what ingredi do i need to mak sour dough ... context nan respons main ingredi i sour dough .starter you ...al categori brainstorm :nam ,12112 :dtyp object"
"instruct which i a speci of ?fish sea raven or raven context nan respons sea raven categori classif :nam ,12113 :dtyp object"
"instruct what i a dig in ?baseball context nan respons a """"dig or ""dig on ""out i an express ... categori _openqa :nam ,12114 :dtyp object"
"instruct what ar """"?vtuber context nan respons vtuber ar short for ""virtual "".youtub ...the categori _openqa :nam ,12115 :dtyp object"
"instruct who i the oldest driver to win a formula 1 ?rac context luigi fagioli i the oldest winner of a ...formul respons the oldest driver to win a formula 1 rac i ...t categori _closedqa :nam ,12116 :dtyp object"
"instruct do human hav ?strip context nan respons human hav """"strip call 'blaschko ....lin categori _openqa :nam ,12117 :dtyp object"
"instruct nam som of the popular sitcom from 1990 context nan respons som of the popular sitcom from 1990 :\*...aren categori _openqa :nam ,12118 :dtyp object"
"instruct what i the best wai to catch fish from pond context nan respons us ,net thi will giv you most area to ...cover categori brainstorm :nam ,12119 :dtyp object"
"instruct giv me a bullet list of movi .idea context nan respons - the presid of the unit stat and a ...gor categori brainstorm :nam ,12120 :dtyp object"
"instruct categor each of the follow class a ...ei context nan respons english writ in gener i consid a ...ea categori classif :nam ,12121 :dtyp object"
"instruct how do i turn on my tesla ?y context nan respons when you open a door to enter model ,y the ...tou categori _generalqa :nam ,12122 :dtyp object"
"instruct toma i a --50yrold nonsmok mal who wa ...r context nan respons statin ar drug that can lower your ...cholest categori brainstorm :nam ,12123 :dtyp object"
"instruct select the dish that ar chines from thi ...m context nan respons from thi ,list the dish that can be found ...i categori classif :nam ,12124 :dtyp object"
"instruct tell me whether compani keep each of thes ...c context nan respons acquisit :target \confidentialncustom ...da categori classif :nam ,12125 :dtyp object"
"instruct extract the differ kind of leaven ...agent context in the encyclopedia of food ,microbiologi ...mich respons ,sourdough 'baker ,yeast ,barm -...purposecultur categori _informationextract :nam ,12126 :dtyp object"
"instruct given thes paragraph about ,multiom what ... context ,multiom -,multiom integr ,omic ""...p respons the analysi of multilevel -singlecell .data ...t categori _closedqa :nam ,12127 :dtyp object"
"instruct what link willi ,brant lech ,walesa yasser ...a context nan respons nobel peac priz categori _openqa :nam ,12128 :dtyp object"
"instruct i parsenn nic for skiing context parsenn i a ski area near ,davo ,...switzerland respons parsenn i a ski area near ,davo ,...switzerland categori summar :nam ,12129 :dtyp object"
"instruct categor each of the follow a a groceri ... context nan respons :publix groceri \storentexa :roadhous ...restau categori classif :nam ,12130 :dtyp object"
"instruct classifi each of the follow a either an ...an context nan respons the follow ar :anim ,eleph human ...and categori classif :nam ,12131 :dtyp object"
"instruct who i the inventor of electr ?light context nan respons thoma edison categori _openqa :nam ,12132 :dtyp object"
"instruct what doe the idiom burn your bridg ?mean context nan respons the idiom burn your bridg mean do not ...do categori _generalqa :nam ,12133 :dtyp object"
"instruct provid a bullet list of reason why tesla ... context nan respons the follow ar reason why tesla stock ...coul categori brainstorm :nam ,12134 :dtyp object"
"instruct should i bui a ?hors context nan respons buying a hors ha lot of 'pro and .con a ...h categori _generalqa :nam ,12135 :dtyp object"
"instruct given the biographi of ,nemacolin what year ...d context the son of checochinican (),chickoconecon ...chie respons georg washington wa led by christoph gist ... categori _closedqa :nam ,12136 :dtyp object"
"instruct when did wwii ?begin context world war ii or the second world ,war often ...ab respons wwii began in 1939 and last until .1945 categori _closedqa :nam ,12137 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons swarat i ,string dhimai i .percuss categori classif :nam ,12138 :dtyp object"
